date,guest_name,category,artist,title,url
Fri 15 Jun 2018,Professor Carlos Frenk,book,n/a,Collected Fictions by Jorge Luis Borges,https://www.bbc.co.uk/programmes/b0b5s44q
Fri 15 Jun 2018,Professor Carlos Frenk,luxury,n/a,A planetarium,https://www.bbc.co.uk/programmes/b0b5s44q
Fri 8 Jun 2018,Gillian Reynolds,song,"Earth, Wind & Fire",September,https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,song,Queen’s Hall Light Orchestra & Charles Williams,Coronation Scot (Paul Temple),https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,song,Miles Davis,Godchild,https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,song,Ray Charles,What'd I Say Parts I And II,https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,song,Dmitri Shostakovich,"Violin Concerto No. 1 in A Minor, Op. 77: IV. Burlesque: Allegro con brio",https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,song,"Anne Sofie von Otter, Sir John Eliot Gardiner & NDR Elbphilharmonie Orchester",Speak Low,https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,song,Richard Burton,Under Milk Wood,https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,song,Ludwig van Beethoven,"Beethoven's Piano Concerto No 1, 3rd movement",https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,book,n/a,"CASTAWAY'S FAVOURITE
Ludwig van Beethoven
Beethoven's Piano Concerto No 1, 3rd movement
Performer: Stephen Hough. Conductor: Vasily Petrinko. Orchestra: Royal Liverpool Philharmonic Orchestra.
RADIO 3 IN CONCERT - PHILHARMONIC HALL, LIVERPOOL (BROADCAST 2ND APRIL 2018).
Add
to My Music

Hogarth, A Life and a World by Jenny Uglow",https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,book,n/a,"Hogarth, A Life and a World by Jenny Uglow",https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 8 Jun 2018,Gillian Reynolds,luxury,n/a,Endless supply of blended Scotch,https://www.bbc.co.uk/programmes/b0b4zdn9
Fri 1 Jun 2018,David Baddiel,song,Nikki M. James (Original Broadway Cast),Sal Tlay Ka Siti,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 1 Jun 2018,David Baddiel,song,David Bowie,Conversation Piece,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 1 Jun 2018,David Baddiel,song,Genesis,Mad Man Moon,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 1 Jun 2018,David Baddiel,song,The Sundays,Monochrome,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 1 Jun 2018,David Baddiel,song,"David Baddiel, Frank Skinner & The Lightning Seeds",Three Lions,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 1 Jun 2018,David Baddiel,song,Erran Baron Cohen,Love Will Find A Way,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 1 Jun 2018,David Baddiel,song,Dolly Banks Baddiel,Your Song,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 1 Jun 2018,David Baddiel,song,Dylan Thomas,Do Not Go Gentle Into That Good Night,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 1 Jun 2018,David Baddiel,book,n/a,Rabbit Angstrom by John Updike,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 1 Jun 2018,David Baddiel,luxury,n/a,Giant slipper foot massager,https://www.bbc.co.uk/programmes/b0b42t4h
Fri 25 May 2018,Dr Sue Black,song,Maria Callas,Casta Diva,https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 25 May 2018,Dr Sue Black,song,Nicki Minaj,Feeling Myself (clean),https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 25 May 2018,Dr Sue Black,song,Scott McKenzie,San Francisco,https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 25 May 2018,Dr Sue Black,song,Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've),https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 25 May 2018,Dr Sue Black,song,N.W.A,Straight Outta Compton,https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 25 May 2018,Dr Sue Black,song,Nirvana,Smells Like Teen Spirit,https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 25 May 2018,Dr Sue Black,song,Coldplay,Yellow,https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 25 May 2018,Dr Sue Black,song,The Weeknd,The Hills (clean),https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 25 May 2018,Dr Sue Black,book,n/a,An A Level Maths book (and pencil),https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 25 May 2018,Dr Sue Black,luxury,n/a,Red hair dye,https://www.bbc.co.uk/programmes/b0b3b4m5
Fri 18 May 2018,Sir Peter Lampl,song,The Beatles,She Loves You,https://www.bbc.co.uk/programmes/b0b2gym1
Fri 18 May 2018,Sir Peter Lampl,song,Julie Andrews & Irwin Kostal,Prelude and The Sound of Music,https://www.bbc.co.uk/programmes/b0b2gym1
Fri 18 May 2018,Sir Peter Lampl,song,The Rolling Stones,Jumpin' Jack Flash,https://www.bbc.co.uk/programmes/b0b2gym1
Fri 18 May 2018,Sir Peter Lampl,song,Frank Sinatra,"Theme From New York, New York",https://www.bbc.co.uk/programmes/b0b2gym1
Fri 18 May 2018,Sir Peter Lampl,song,The Beach Boys,California Girls,https://www.bbc.co.uk/programmes/b0b2gym1
Fri 18 May 2018,Sir Peter Lampl,song,Pyotr Ilyich Tchaikovsky,Scène finale,https://www.bbc.co.uk/programmes/b0b2gym1
Fri 18 May 2018,Sir Peter Lampl,song,Wolfgang Amadeus Mozart,"Die Zauberflöte - Papagena! Papageno! (Papageno, Papagena)",https://www.bbc.co.uk/programmes/b0b2gym1
Fri 18 May 2018,Sir Peter Lampl,song,Simon & Garfunkel,Cecilia,https://www.bbc.co.uk/programmes/b0b2gym1
Fri 18 May 2018,Sir Peter Lampl,book,n/a,The Complete Works of Robert Frost,https://www.bbc.co.uk/programmes/b0b2gym1
Fri 18 May 2018,Sir Peter Lampl,luxury,n/a,Two cases of champagne,https://www.bbc.co.uk/programmes/b0b2gym1
Fri 11 May 2018,Abi Morgan,song,Joni Mitchell,Chelsea Morning,https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 11 May 2018,Abi Morgan,song,Beyoncé,Sorry,https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 11 May 2018,Abi Morgan,song,Victoria Wood,Ballad of Barry and Freda,https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 11 May 2018,Abi Morgan,song,Giacomo Puccini,"Si, mi chiamano Mimi",https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 11 May 2018,Abi Morgan,song,Adrian Lester & 1996 London Cast,Being Alive,https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 11 May 2018,Abi Morgan,song,Johann Sebastian Bach,Goldberg Variations - Aria,https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 11 May 2018,Abi Morgan,song,Sigur Rós,Hoppipolla,https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 11 May 2018,Abi Morgan,song,Israel Kamakawiwoʻole,Over The Rainbow,https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 11 May 2018,Abi Morgan,book,n/a,The Complete Works of Proust,https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 11 May 2018,Abi Morgan,luxury,n/a,Her children’s exercise books from school,https://www.bbc.co.uk/programmes/b0b1pjs9
Fri 30 Mar 2018,Anne-Marie Duff,song,Pluto Shervington,Dat,https://www.bbc.co.uk/programmes/b09wr9q7
Fri 30 Mar 2018,Anne-Marie Duff,song,The White Stripes,Ball and Biscuit,https://www.bbc.co.uk/programmes/b09wr9q7
Fri 30 Mar 2018,Anne-Marie Duff,song,Giacomo Puccini,Chi Il Bel Sogno di Doretta from La Rondine,https://www.bbc.co.uk/programmes/b09wr9q7
Fri 30 Mar 2018,Anne-Marie Duff,song,Björk,Possibly Maybe,https://www.bbc.co.uk/programmes/b09wr9q7
Fri 30 Mar 2018,Anne-Marie Duff,song,Nick Cave & The Bad Seeds,Love Letter,https://www.bbc.co.uk/programmes/b09wr9q7
Fri 30 Mar 2018,Anne-Marie Duff,song,Gorillaz,Clint Eastwood,https://www.bbc.co.uk/programmes/b09wr9q7
Fri 30 Mar 2018,Anne-Marie Duff,song,Elvis Costello & The Attractions,Alison,https://www.bbc.co.uk/programmes/b09wr9q7
Fri 30 Mar 2018,Anne-Marie Duff,song,Declan O’Rourke,Marrying The Sea (Til Death Do Us Part),https://www.bbc.co.uk/programmes/b09wr9q7
Fri 30 Mar 2018,Anne-Marie Duff,book,n/a,The Mill on the Floss by George Eliot,https://www.bbc.co.uk/programmes/b09wr9q7
Fri 30 Mar 2018,Anne-Marie Duff,luxury,n/a,Gorgeous underwear,https://www.bbc.co.uk/programmes/b09wr9q7
Fri 23 Mar 2018,David Byrne,song,Halsey,Bad At Love,https://www.bbc.co.uk/programmes/b09vz6r1
Fri 23 Mar 2018,David Byrne,song,Jean Redpath,The Rowan Tree,https://www.bbc.co.uk/programmes/b09vz6r1
Fri 23 Mar 2018,David Byrne,song,Woody Guthrie,Do-Re-Mi,https://www.bbc.co.uk/programmes/b09vz6r1
Fri 23 Mar 2018,David Byrne,song,The Byrds,Mr Tambourine Man,https://www.bbc.co.uk/programmes/b09vz6r1
Fri 23 Mar 2018,David Byrne,song,The Stooges,I Wanna Be Your Dog,https://www.bbc.co.uk/programmes/b09vz6r1
Fri 23 Mar 2018,David Byrne,song,Funkadelic,One Nation Under A Groove,https://www.bbc.co.uk/programmes/b09vz6r1
Fri 23 Mar 2018,David Byrne,song,Tom Zé,Toc,https://www.bbc.co.uk/programmes/b09vz6r1
Fri 23 Mar 2018,David Byrne,song,Joubert Singers,Stand On The Word (Larry Levan Mix),https://www.bbc.co.uk/programmes/b09vz6r1
Fri 23 Mar 2018,David Byrne,book,n/a,The River of Consciousness by Oliver Sacks,https://www.bbc.co.uk/programmes/b09vz6r1
Fri 23 Mar 2018,David Byrne,luxury,n/a,Set of Vietnamese cookery books,https://www.bbc.co.uk/programmes/b09vz6r1
Fri 16 Mar 2018,John Gray,song,David Bowie,Life On Mars?,https://www.bbc.co.uk/programmes/b09v0xbj
Fri 16 Mar 2018,John Gray,song,Alex Glasgow,When the Boat Comes In (Dance Ti Thi Daddy),https://www.bbc.co.uk/programmes/b09v0xbj
Fri 16 Mar 2018,John Gray,song,"Roy Budd, Chris Karan & Jeff Clyne",Main Theme: Carter Takes a Train,https://www.bbc.co.uk/programmes/b09v0xbj
Fri 16 Mar 2018,John Gray,song,Dmitri Shostakovich,"Romance, from The Gadfly, Op. 97a",https://www.bbc.co.uk/programmes/b09v0xbj
Fri 16 Mar 2018,John Gray,song,Sting,Englishman In New York,https://www.bbc.co.uk/programmes/b09v0xbj
Fri 16 Mar 2018,John Gray,song,Alexander Scriabin,"Piano Sonata No. 9, Op. 68 ""Black Mass""",https://www.bbc.co.uk/programmes/b09v0xbj
Fri 16 Mar 2018,John Gray,song,Erik Satie,Gymnopédiè No. 1,https://www.bbc.co.uk/programmes/b09v0xbj
Fri 16 Mar 2018,John Gray,song,Federico Mompou,Música Callada - Book 1 - 1. Angelico,https://www.bbc.co.uk/programmes/b09v0xbj
Fri 16 Mar 2018,John Gray,book,n/a,The Palm at the End of the Mind by Wallace Stevens,https://www.bbc.co.uk/programmes/b09v0xbj
Fri 16 Mar 2018,John Gray,luxury,n/a,Endless supply of Marmite,https://www.bbc.co.uk/programmes/b09v0xbj
Fri 9 Mar 2018,Matt Smith,song,Oasis,Roll With It,https://www.bbc.co.uk/programmes/b09tc5zb
Fri 9 Mar 2018,Matt Smith,song,Pink Floyd,The Great Gig In The Sky,https://www.bbc.co.uk/programmes/b09tc5zb
Fri 9 Mar 2018,Matt Smith,song,Marvin Gaye,Mercy Mercy Me (The Ecology),https://www.bbc.co.uk/programmes/b09tc5zb
Fri 9 Mar 2018,Matt Smith,song,Paul van Dyk,For An Angel (E-Werk Club Mix) (feat. Rachel McFarlane),https://www.bbc.co.uk/programmes/b09tc5zb
Fri 9 Mar 2018,Matt Smith,song,Arcade Fire,Keep The Car Running,https://www.bbc.co.uk/programmes/b09tc5zb
Fri 9 Mar 2018,Matt Smith,song,The Notorious B.I.G.,Juicy (Radio Edit),https://www.bbc.co.uk/programmes/b09tc5zb
Fri 9 Mar 2018,Matt Smith,song,Giacomo Puccini,Nessun Dorma,https://www.bbc.co.uk/programmes/b09tc5zb
Fri 9 Mar 2018,Matt Smith,song,LCD Soundsystem,All My Friends,https://www.bbc.co.uk/programmes/b09tc5zb
Fri 9 Mar 2018,Matt Smith,book,n/a,Birthday Letters by Ted Hughes,https://www.bbc.co.uk/programmes/b09tc5zb
Fri 9 Mar 2018,Matt Smith,luxury,n/a,Endless supply of English Breakfast Tea,https://www.bbc.co.uk/programmes/b09tc5zb
Fri 2 Mar 2018,Dame Minouche Shafik,song,Keith Jarrett,"The Köln Concert, Part I",https://www.bbc.co.uk/programmes/b09smnhb
Fri 2 Mar 2018,Dame Minouche Shafik,song,Ehaab Abdou,Ana Masry,https://www.bbc.co.uk/programmes/b09smnhb
Fri 2 Mar 2018,Dame Minouche Shafik,song,Three Dog Night,Black and White,https://www.bbc.co.uk/programmes/b09smnhb
Fri 2 Mar 2018,Dame Minouche Shafik,song,Fleetwood Mac,Don't Stop,https://www.bbc.co.uk/programmes/b09smnhb
Fri 2 Mar 2018,Dame Minouche Shafik,song,Ludwig van Beethoven,"Symphony No. 9 in D Minor, Op. 125 (""Choral""), 4th Movement",https://www.bbc.co.uk/programmes/b09smnhb
Fri 2 Mar 2018,Dame Minouche Shafik,song,Joni Mitchell,All I Want,https://www.bbc.co.uk/programmes/b09smnhb
Fri 2 Mar 2018,Dame Minouche Shafik,song,Queen,Don't Stop Me Now,https://www.bbc.co.uk/programmes/b09smnhb
Fri 2 Mar 2018,Dame Minouche Shafik,song,Johann Sebastian Bach,"The Well Tempered Clavier, Book 1 - No. 3 in C# Major, Prelude",https://www.bbc.co.uk/programmes/b09smnhb
Fri 2 Mar 2018,Dame Minouche Shafik,book,n/a,Survival Guide,https://www.bbc.co.uk/programmes/b09smnhb
Fri 2 Mar 2018,Dame Minouche Shafik,luxury,n/a,Albums of her children,https://www.bbc.co.uk/programmes/b09smnhb
Fri 23 Feb 2018,Christopher Nolan,song,Hans Zimmer,Journey to the Line,https://www.bbc.co.uk/programmes/b09rwygm
Fri 23 Feb 2018,Christopher Nolan,song,Radiohead,Paranoid Android,https://www.bbc.co.uk/programmes/b09rwygm
Fri 23 Feb 2018,Christopher Nolan,song,Franz Schubert,"Fantasia for Four Hands in F minor, D. 940 (Op. 103)",https://www.bbc.co.uk/programmes/b09rwygm
Fri 23 Feb 2018,Christopher Nolan,song,Vangelis,Five Circles,https://www.bbc.co.uk/programmes/b09rwygm
Fri 23 Feb 2018,Christopher Nolan,song,David Bowie,Loving The Alien,https://www.bbc.co.uk/programmes/b09rwygm
Fri 23 Feb 2018,Christopher Nolan,song,David Dundas,Marwood Walks,https://www.bbc.co.uk/programmes/b09rwygm
Fri 23 Feb 2018,Christopher Nolan,song,John Barry,Ski Chase,https://www.bbc.co.uk/programmes/b09rwygm
Fri 23 Feb 2018,Christopher Nolan,song,Philip Glass,Prophecies,https://www.bbc.co.uk/programmes/b09rwygm
Fri 23 Feb 2018,Christopher Nolan,book,n/a,The Selected Fictions of Jorge Luis Borges,https://www.bbc.co.uk/programmes/b09rwygm
Fri 23 Feb 2018,Christopher Nolan,luxury,n/a,Projector and collection of old films,https://www.bbc.co.uk/programmes/b09rwygm
Fri 16 Feb 2018,Chi-chi Nwanoku,song,Franz Schubert,The Trout Quintet: IV. Thema. Andantino mit Variationen,https://www.bbc.co.uk/programmes/b09r3qty
Fri 16 Feb 2018,Chi-chi Nwanoku,song,Samuel Coleridge-Taylor,"Ballade in A minor, op. 33",https://www.bbc.co.uk/programmes/b09r3qty
Fri 16 Feb 2018,Chi-chi Nwanoku,song,Wolfgang Amadeus Mozart,Twelve Variations in C Major K. 265/300e,https://www.bbc.co.uk/programmes/b09r3qty
Fri 16 Feb 2018,Chi-chi Nwanoku,song,Nina Simone,My Baby Just Cares For Me,https://www.bbc.co.uk/programmes/b09r3qty
Fri 16 Feb 2018,Chi-chi Nwanoku,song,Prince Nico Mbarga,Sweet Mother,https://www.bbc.co.uk/programmes/b09r3qty
Fri 16 Feb 2018,Chi-chi Nwanoku,song,Julie Andrews,Do-Re-Mi,https://www.bbc.co.uk/programmes/b09r3qty
Fri 16 Feb 2018,Chi-chi Nwanoku,song,Joseph Haydn,The Creation,https://www.bbc.co.uk/programmes/b09r3qty
Fri 16 Feb 2018,Chi-chi Nwanoku,song,Sister Sledge,We Are Family,https://www.bbc.co.uk/programmes/b09r3qty
Fri 16 Feb 2018,Chi-chi Nwanoku,book,n/a,Black Shamrocks by Gus Nwanokwu,https://www.bbc.co.uk/programmes/b09r3qty
Fri 16 Feb 2018,Chi-chi Nwanoku,luxury,n/a,Orthopaedic pillow,https://www.bbc.co.uk/programmes/b09r3qty
Fri 9 Feb 2018,Jack Whitehall,song,T. Rex,20th Century Boy,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 9 Feb 2018,Jack Whitehall,song,Nat King Cole,Let There Be Love,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 9 Feb 2018,Jack Whitehall,song,John Williams,Flying,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 9 Feb 2018,Jack Whitehall,song,Gipsy Kings,Bamboléo,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 9 Feb 2018,Jack Whitehall,song,New Order,Blue Monday,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 9 Feb 2018,Jack Whitehall,song,Carmen Twillie & Lebo M,Circle Of Life,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 9 Feb 2018,Jack Whitehall,song,Hall & Oates,She's Gone,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 9 Feb 2018,Jack Whitehall,song,The Corrs,Runaway,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 9 Feb 2018,Jack Whitehall,book,n/a,The Wimbledon Poisoner by Nigel Williams,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 9 Feb 2018,Jack Whitehall,luxury,n/a,A tuxedo,https://www.bbc.co.uk/programmes/b09qb1hw
Fri 2 Feb 2018,Garry Kasparov,song,Frank Sinatra,Strangers In The Night,https://www.bbc.co.uk/programmes/b09pjldq
Fri 2 Feb 2018,Garry Kasparov,song,Wolfgang Amadeus Mozart,"Symphony No. 40, K.550 in G Minor, 1st Movement: Molto Allegro",https://www.bbc.co.uk/programmes/b09pjldq
Fri 2 Feb 2018,Garry Kasparov,song,Frédéric Chopin,"Etudes, Op.10 - No. 12 in C minor ""Revolutionary""",https://www.bbc.co.uk/programmes/b09pjldq
Fri 2 Feb 2018,Garry Kasparov,song,Original London Cast,Overture to Phantom of the Opera,https://www.bbc.co.uk/programmes/b09pjldq
Fri 2 Feb 2018,Garry Kasparov,song,Vladimir Vysotsky,Koni priveredlivye,https://www.bbc.co.uk/programmes/b09pjldq
Fri 2 Feb 2018,Garry Kasparov,song,Georges Bizet,Prélude to Carmen,https://www.bbc.co.uk/programmes/b09pjldq
Fri 2 Feb 2018,Garry Kasparov,song,Nino Rota,Main Title (The Godfather Waltz),https://www.bbc.co.uk/programmes/b09pjldq
Fri 2 Feb 2018,Garry Kasparov,song,Ennio Morricone,Chi Mai,https://www.bbc.co.uk/programmes/b09pjldq
Fri 2 Feb 2018,Garry Kasparov,book,n/a,Master and Margarita by Mikhail Bulgakov,https://www.bbc.co.uk/programmes/b09pjldq
Fri 2 Feb 2018,Garry Kasparov,luxury,n/a,A telescope,https://www.bbc.co.uk/programmes/b09pjldq
Fri 26 Jan 2018,Christina Lamb,song,Strauss,Hab' mir's gelobt,https://www.bbc.co.uk/programmes/b09nrvlb
Fri 26 Jan 2018,Christina Lamb,song,Louis Armstrong,What a Wonderful World,https://www.bbc.co.uk/programmes/b09nrvlb
Fri 26 Jan 2018,Christina Lamb,song,The Corrs,Only When I Sleep,https://www.bbc.co.uk/programmes/b09nrvlb
Fri 26 Jan 2018,Christina Lamb,song,Spandau Ballet,Gold,https://www.bbc.co.uk/programmes/b09nrvlb
Fri 26 Jan 2018,Christina Lamb,song,Tom Jobin,Eu Sei Que Vou,https://www.bbc.co.uk/programmes/b09nrvlb
Fri 26 Jan 2018,Christina Lamb,song,Elvis Costello,She,https://www.bbc.co.uk/programmes/b09nrvlb
Fri 26 Jan 2018,Christina Lamb,song,Wolfgang Amadeus Mozart,Concerto For Clarinet And Orchestra In A (K. 622),https://www.bbc.co.uk/programmes/b09nrvlb
Fri 26 Jan 2018,Christina Lamb,song,Monty Python,Always Look On The Bright Side Of Life,https://www.bbc.co.uk/programmes/b09nrvlb
Fri 26 Jan 2018,Christina Lamb,book,n/a,For Whom the Bell Tolls by Ernest Hemingway,https://www.bbc.co.uk/programmes/b09nrvlb
Fri 26 Jan 2018,Christina Lamb,luxury,n/a,Paper and pencils,https://www.bbc.co.uk/programmes/b09nrvlb
Fri 19 Jan 2018,Angela Hartnett,song,The Killers,Mr Brightside,https://www.bbc.co.uk/programmes/b09lxn6w
Fri 19 Jan 2018,Angela Hartnett,song,Bobby Womack,Across 110th Street,https://www.bbc.co.uk/programmes/b09lxn6w
Fri 19 Jan 2018,Angela Hartnett,song,Simple Minds,Don't You (Forget About Me),https://www.bbc.co.uk/programmes/b09lxn6w
Fri 19 Jan 2018,Angela Hartnett,song,Blur,Country House,https://www.bbc.co.uk/programmes/b09lxn6w
Fri 19 Jan 2018,Angela Hartnett,song,Jackson Sisters,I Believe in Miracles,https://www.bbc.co.uk/programmes/b09lxn6w
Fri 19 Jan 2018,Angela Hartnett,song,Burt Bacharach,What the World Needs Now Is Love,https://www.bbc.co.uk/programmes/b09lxn6w
Fri 19 Jan 2018,Angela Hartnett,song,Giacomo Puccini,Nessun Dorma,https://www.bbc.co.uk/programmes/b09lxn6w
Fri 19 Jan 2018,Angela Hartnett,song,Aretha Franklin & George Michael,I Knew You Were Waiting (For Me),https://www.bbc.co.uk/programmes/b09lxn6w
Fri 19 Jan 2018,Angela Hartnett,book,n/a,Emma by Jane Austen,https://www.bbc.co.uk/programmes/b09lxn6w
Fri 19 Jan 2018,Angela Hartnett,luxury,n/a,Face cream,https://www.bbc.co.uk/programmes/b09lxn6w
Fri 12 Jan 2018,Charlie Brooker,song,The Beatles,Tomorrow Never Knows,https://www.bbc.co.uk/programmes/b09kx840
Fri 12 Jan 2018,Charlie Brooker,song,Eric Thompson,Florence's Sad Song,https://www.bbc.co.uk/programmes/b09kx840
Fri 12 Jan 2018,Charlie Brooker,song,Jonathan Dunn,Robocop,https://www.bbc.co.uk/programmes/b09kx840
Fri 12 Jan 2018,Charlie Brooker,song,Pixies,Debaser,https://www.bbc.co.uk/programmes/b09kx840
Fri 12 Jan 2018,Charlie Brooker,song,Richie Warburton,The Scoops,https://www.bbc.co.uk/programmes/b09kx840
Fri 12 Jan 2018,Charlie Brooker,song,Irma Thomas,Anyone Who Knows What Love Is (Will Understand),https://www.bbc.co.uk/programmes/b09kx840
Fri 12 Jan 2018,Charlie Brooker,song,Radiohead,Present Tense,https://www.bbc.co.uk/programmes/b09kx840
Fri 12 Jan 2018,Charlie Brooker,song,Denim,The New Potatoes,https://www.bbc.co.uk/programmes/b09kx840
Fri 12 Jan 2018,Charlie Brooker,book,n/a,Galapagos by Kurt Vonnegut,https://www.bbc.co.uk/programmes/b09kx840
Fri 12 Jan 2018,Charlie Brooker,luxury,n/a,Nintendo Switch games console,https://www.bbc.co.uk/programmes/b09kx840
Fri 29 Dec 2017,Bruno Tonioli,song,Mina,Insieme,https://www.bbc.co.uk/programmes/b09jr61s
Fri 29 Dec 2017,Bruno Tonioli,song,Lady Gaga,Born This Way,https://www.bbc.co.uk/programmes/b09jr61s
Fri 29 Dec 2017,Bruno Tonioli,song,The Rolling Stones,Sympathy For The Devil,https://www.bbc.co.uk/programmes/b09jr61s
Fri 29 Dec 2017,Bruno Tonioli,song,David Bowie,Starman,https://www.bbc.co.uk/programmes/b09jr61s
Fri 29 Dec 2017,Bruno Tonioli,song,Édith Piaf,"Non, Je Ne Regrette Rien",https://www.bbc.co.uk/programmes/b09jr61s
Fri 29 Dec 2017,Bruno Tonioli,song,Bananarama,Love In The First Degree,https://www.bbc.co.uk/programmes/b09jr61s
Fri 29 Dec 2017,Bruno Tonioli,song,Rod Stewart,In My Life,https://www.bbc.co.uk/programmes/b09jr61s
Fri 29 Dec 2017,Bruno Tonioli,song,Giacomo Puccini,Nessun Dorma,https://www.bbc.co.uk/programmes/b09jr61s
Fri 29 Dec 2017,Bruno Tonioli,book,n/a,One Hundred Years of Solitude by Gabriel Garcia Marquez,https://www.bbc.co.uk/programmes/b09jr61s
